Date ,Temperature_Max,Temperature_Ave,Temperature_Min,DewPoint_Max,DewPoint_Ave,DewPoint_Min,Humidity_Max,Humidity_Ave,Humidity_Min,Apparent_Temperature
2/28/1950,44,35,25,-999,-999,-999,96,76,36,35
3/1/1950,33,29,24,-999,-999,-999,96,80,61,29
3/2/1950,49,35,20,-999,-999,-999,96,65,39,35
3/3/1950,56,44,32,-999,-999,-999,61,36,22,44
3/4/1950,62,45,27,-999,-999,-999,61,38,18,45
3/5/1950,63,48,33,-999,-999,-999,45,31,14,48
3/6/1950,55,42,29,-999,-999,-999,49,29,16,42
3/7/1950,31,24,17,-999,-999,-999,71,46,34,24
3/8/1950,40,26,11,-999,-999,-999,55,40,29,26
3/9/1950,56,41,26,-999,-999,-999,44,28,14,41
3/10/1950,54,37,20,-999,-999,-999,71,42,17,37
3/11/1950,22,15,7,-999,-999,-999,92,84,68,15
3/12/1950,19,9,-1,-999,-999,-999,88,77,43,9
3/13/1950,40,20,-1,-999,-999,-999,82,52,24,20
3/14/1950,47,39,30,-999,-999,-999,64,37,23,39
3/15/1950,48,37,25,-999,-999,-999,69,39,19,37
3/16/1950,60,43,25,-999,-999,-999,55,29,13,43
3/17/1950,64,52,39,-999,-999,-999,48,23,16,52
3/18/1950,43,33,23,-999,-999,-999,85,67,26,33
3/19/1950,47,32,17,-999,-999,-999,89,60,31,32
3/20/1950,43,34,25,-999,-999,-999,78,46,25,34
3/21/1950,48,34,19,-999,-999,-999,78,47,21,34
3/22/1950,57,42,26,-999,-999,-999,69,42,19,42
3/23/1950,57,46,35,-999,-999,-999,45,23,10,46
3/24/1950,65,45,25,-999,-999,-999,44,26,13,45
3/25/1950,65,56,47,-999,-999,-999,39,14,6,56
3/26/1950,47,41,34,-999,-999,-999,82,39,18,41
3/27/1950,44,36,27,-999,-999,-999,78,32,14,36
3/28/1950,39,32,25,-999,-999,-999,52,34,20,32
3/29/1950,47,34,20,-999,-999,-999,57,39,19,34
3/30/1950,58,39,19,-999,-999,-999,50,28,14,39
3/31/1950,62,49,36,-999,-999,-999,51,28,16,49
4/1/1950,65,48,30,-999,-999,-999,79,41,15,48
4/2/1950,70,57,43,-999,-999,-999,63,28,12,57
4/3/1950,44,34,23,-999,-999,-999,100,71,25,34
4/4/1950,40,29,17,-999,-999,-999,92,68,40,29
4/5/1950,43,33,23,-999,-999,-999,92,59,36,33
4/6/1950,67,47,27,-999,-999,-999,66,35,20,47
4/7/1950,70,61,52,-999,-999,-999,34,18,10,61
4/8/1950,70,55,40,-999,-999,-999,55,33,18,55
4/9/1950,66,51,35,-999,-999,-999,41,28,14,51
4/10/1950,54,42,30,-999,-999,-999,67,39,20,42
4/11/1950,57,43,29,-999,-999,-999,63,39,21,43
4/12/1950,61,47,33,-999,-999,-999,59,35,21,47
4/13/1950,56,41,25,-999,-999,-999,76,57,30,41
4/14/1950,65,48,30,-999,-999,-999,89,62,25,48
4/15/1950,51,44,36,-999,-999,-999,93,79,43,44
4/16/1950,47,41,35,-999,-999,-999,96,84,63,41
4/17/1950,65,51,36,-999,-999,-999,86,45,16,51
4/18/1950,54,43,32,-999,-999,-999,100,76,33,43
4/19/1950,43,36,29,-999,-999,-999,100,76,53,36
4/20/1950,61,45,28,-999,-999,-999,85,48,23,45
4/21/1950,73,58,43,-999,-999,-999,53,26,10,58
4/22/1950,76,61,46,-999,-999,-999,48,24,9,61
4/23/1950,74,65,55,-999,-999,-999,33,22,11,65
4/24/1950,61,44,27,-999,-999,-999,89,45,20,44
4/25/1950,52,37,22,-999,-999,-999,66,41,19,37
4/26/1950,69,52,35,-999,-999,-999,55,26,7,52
4/27/1950,56,42,28,-999,-999,-999,73,53,29,42
4/28/1950,66,47,28,-999,-999,-999,96,69,23,47
4/29/1950,39,34,28,-999,-999,-999,100,77,57,34
4/30/1950,50,39,28,-999,-999,-999,96,72,36,39
5/1/1950,62,45,27,-999,-999,-999,79,47,19,45
5/2/1950,76,60,44,-999,-999,-999,52,25,12,60
5/3/1950,77,59,40,-999,-999,-999,56,30,11,59
5/4/1950,62,46,29,-999,-999,-999,97,52,14,46
5/5/1950,53,41,28,-999,-999,-999,81,37,15,41
5/6/1950,57,43,29,-999,-999,-999,63,32,17,43
5/7/1950,69,54,38,-999,-999,-999,83,57,14,54
5/8/1950,68,52,36,-999,-999,-999,89,54,8,52
5/9/1950,60,46,32,-999,-999,-999,82,59,28,46
5/10/1950,53,44,35,-999,-999,-999,97,73,48,44
5/11/1950,64,52,39,-999,-999,-999,86,57,30,52
5/12/1950,67,54,40,-999,-999,-999,86,56,23,54
5/13/1950,59,50,41,-999,-999,-999,86,61,40,50
5/14/1950,65,53,41,-999,-999,-999,82,41,23,53
5/15/1950,68,55,42,-999,-999,-999,65,40,23,55
5/16/1950,71,58,45,-999,-999,-999,63,35,21,58
5/17/1950,76,61,46,-999,-999,-999,63,37,16,61
5/18/1950,69,60,51,-999,-999,-999,71,36,17,60
5/19/1950,60,51,42,-999,-999,-999,76,39,25,51
5/20/1950,65,53,41,-999,-999,-999,76,28,14,53
5/21/1950,74,55,36,-999,-999,-999,46,24,12,55
5/22/1950,80,64,47,-999,-999,-999,36,19,7,64
5/23/1950,78,67,56,-999,-999,-999,32,19,11,67
5/24/1950,64,57,49,-999,-999,-999,89,59,28,57
5/25/1950,49,40,30,-999,-999,-999,100,89,76,40
5/26/1950,49,39,28,-999,-999,-999,96,69,48,39
5/27/1950,57,47,37,-999,-999,-999,93,74,44,47
5/28/1950,70,54,38,-999,-999,-999,93,60,20,54
5/29/1950,70,56,42,-999,-999,-999,79,45,19,56
5/30/1950,82,65,48,-999,-999,-999,69,37,14,65
5/31/1950,65,57,48,-999,-999,-999,71,56,41,57
6/1/1950,77,59,40,-999,-999,-999,93,45,18,59
6/2/1950,61,53,44,-999,-999,-999,93,53,25,53
6/3/1950,42,40,38,-999,-999,-999,100,92,85,40
6/4/1950,65,52,39,-999,-999,-999,100,71,42,52
6/5/1950,79,64,49,-999,-999,-999,66,32,17,64
6/6/1950,84,69,54,-999,-999,-999,55,28,8,69
6/7/1950,79,70,60,-999,-999,-999,42,21,9,70
6/8/1950,74,62,50,-999,-999,-999,44,24,8,62
6/9/1950,76,60,43,-999,-999,-999,53,28,10,60
6/10/1950,72,61,49,-999,-999,-999,70,49,34,61
6/11/1950,86,69,52,-999,-999,-999,93,47,8,69
6/12/1950,88,71,54,-999,-999,-999,60,19,6,71
6/13/1950,86,75,63,-999,-999,-999,42,18,7,74
6/14/1950,84,71,58,-999,-999,-999,70,33,15,71
6/15/1950,88,72,55,-999,-999,-999,47,26,13,72
6/16/1950,78,69,60,-999,-999,-999,87,65,43,69
6/17/1950,89,73,56,-999,-999,-999,97,58,14,73
6/18/1950,79,68,57,-999,-999,-999,93,57,31,68
6/19/1950,67,59,51,-999,-999,-999,97,79,59,59
6/20/1950,71,61,51,-999,-999,-999,97,73,39,61
6/21/1950,78,65,52,-999,-999,-999,86,59,30,65
6/22/1950,82,68,53,-999,-999,-999,72,40,15,68
6/23/1950,83,71,59,-999,-999,-999,50,29,15,71
6/24/1950,89,74,58,-999,-999,-999,48,24,11,74
6/25/1950,88,76,63,-999,-999,-999,48,20,7,75
6/26/1950,81,68,55,-999,-999,-999,47,32,18,68
6/27/1950,86,72,57,-999,-999,-999,62,38,18,72
6/28/1950,77,67,57,-999,-999,-999,69,41,23,67
6/29/1950,62,58,53,-999,-999,-999,93,78,67,58
6/30/1950,80,65,50,-999,-999,-999,96,52,29,65
7/1/1950,87,72,56,-999,-999,-999,70,34,12,72
7/2/1950,83,70,56,-999,-999,-999,81,50,24,70
7/3/1950,74,65,55,-999,-999,-999,90,72,41,65
7/4/1950,75,63,50,-999,-999,-999,93,65,42,63
7/5/1950,70,61,52,-999,-999,-999,97,84,57,61
7/6/1950,73,63,53,-999,-999,-999,100,82,57,63
7/7/1950,80,68,56,-999,-999,-999,100,70,33,68
7/8/1950,83,72,61,-999,-999,-999,90,64,30,72
7/9/1950,84,73,61,-999,-999,-999,86,58,33,73
7/10/1950,84,72,60,-999,-999,-999,93,66,33,72
7/11/1950,77,69,61,-999,-999,-999,90,64,40,69
7/12/1950,68,63,58,-999,-999,-999,86,67,51,63
7/13/1950,73,64,54,-999,-999,-999,90,65,42,64
7/14/1950,85,70,55,-999,-999,-999,72,36,15,70
7/15/1950,86,74,61,-999,-999,-999,48,29,15,74
7/16/1950,84,72,59,-999,-999,-999,67,37,17,72
7/17/1950,65,60,54,-999,-999,-999,97,79,56,60
7/18/1950,77,65,53,-999,-999,-999,100,63,26,65
7/19/1950,78,64,50,-999,-999,-999,93,61,30,64
7/20/1950,81,68,55,-999,-999,-999,100,70,33,68
7/21/1950,69,61,53,-999,-999,-999,97,72,51,61
7/22/1950,74,63,51,-999,-999,-999,97,61,28,63
7/23/1950,70,60,50,-999,-999,-999,92,65,42,60
7/24/1950,72,61,50,-999,-999,-999,86,66,42,61
7/25/1950,76,64,51,-999,-999,-999,97,71,36,64
7/26/1950,74,63,52,-999,-999,-999,100,73,46,63
7/27/1950,74,65,55,-999,-999,-999,100,73,50,65
7/28/1950,81,68,54,-999,-999,-999,93,65,33,68
7/29/1950,87,72,56,-999,-999,-999,90,56,21,72
7/30/1950,78,67,56,-999,-999,-999,81,63,37,67
7/31/1950,70,64,58,-999,-999,-999,90,70,36,64
8/1/1950,71,62,52,-999,-999,-999,93,68,42,62
8/2/1950,79,66,52,-999,-999,-999,93,63,37,66
8/3/1950,85,70,55,-999,-999,-999,83,44,19,70
8/4/1950,83,69,54,-999,-999,-999,67,32,13,69
8/5/1950,84,69,54,-999,-999,-999,62,37,16,69
8/6/1950,82,69,55,-999,-999,-999,96,58,21,69
8/7/1950,80,66,51,-999,-999,-999,80,41,19,66
8/8/1950,83,68,53,-999,-999,-999,93,42,18,68
8/9/1950,87,70,53,-999,-999,-999,69,30,11,70
8/10/1950,78,69,59,-999,-999,-999,56,36,23,69
8/11/1950,80,69,57,-999,-999,-999,90,65,27,69
8/12/1950,80,67,54,-999,-999,-999,84,59,31,67
8/13/1950,80,67,54,-999,-999,-999,96,67,27,67
8/14/1950,82,67,52,-999,-999,-999,90,54,20,67
8/15/1950,78,66,53,-999,-999,-999,83,48,20,66
8/16/1950,80,68,55,-999,-999,-999,72,45,24,68
8/17/1950,76,66,55,-999,-999,-999,80,53,30,66
8/18/1950,85,67,48,-999,-999,-999,86,41,10,67
8/19/1950,70,60,49,-999,-999,-999,83,63,38,60
8/20/1950,72,59,46,-999,-999,-999,100,71,37,59
8/21/1950,66,60,54,-999,-999,-999,75,63,47,60
8/22/1950,82,66,50,-999,-999,-999,86,42,18,66
8/23/1950,86,69,52,-999,-999,-999,66,34,14,69
8/24/1950,84,73,62,-999,-999,-999,65,34,19,73
8/25/1950,80,67,54,-999,-999,-999,83,60,28,67
8/26/1950,65,58,51,-999,-999,-999,97,70,50,58
8/27/1950,71,59,47,-999,-999,-999,93,70,46,59
8/28/1950,79,65,51,-999,-999,-999,92,59,21,65
8/29/1950,78,64,50,-999,-999,-999,86,54,25,64
8/30/1950,84,68,52,-999,-999,-999,83,38,17,68
8/31/1950,85,68,51,-999,-999,-999,83,49,20,68
9/1/1950,84,68,51,-999,-999,-999,86,48,17,68
9/2/1950,85,74,62,-999,-999,-999,48,28,14,74
9/3/1950,80,66,52,-999,-999,-999,77,48,22,66
9/4/1950,73,61,49,-999,-999,-999,81,62,34,61
9/5/1950,71,62,52,-999,-999,-999,100,72,42,62
9/6/1950,74,63,52,-999,-999,-999,100,78,37,63
9/7/1950,82,66,49,-999,-999,-999,96,54,17,66
9/8/1950,71,63,54,-999,-999,-999,100,75,42,63
9/9/1950,70,61,51,-999,-999,-999,100,75,34,61
9/10/1950,64,54,44,-999,-999,-999,100,78,46,54
9/11/1950,51,47,42,-999,-999,-999,100,94,86,47
9/12/1950,63,54,45,-999,-999,-999,100,80,53,54
9/13/1950,58,53,48,-999,-999,-999,100,92,75,53
9/14/1950,61,54,47,-999,-999,-999,100,89,65,54
9/15/1950,67,56,45,-999,-999,-999,100,71,39,56
9/16/1950,60,54,48,-999,-999,-999,100,84,62,54
9/17/1950,71,62,52,-999,-999,-999,100,75,44,62
9/18/1950,73,62,50,-999,-999,-999,83,58,29,62
9/19/1950,77,65,52,-999,-999,-999,86,54,24,65
9/20/1950,72,61,50,-999,-999,-999,89,47,17,61
9/21/1950,57,51,45,-999,-999,-999,74,61,47,51
9/22/1950,64,55,46,-999,-999,-999,83,66,41,55
9/23/1950,59,53,46,-999,-999,-999,93,69,48,53
9/24/1950,60,53,45,-999,-999,-999,93,77,53,53
9/25/1950,61,53,45,-999,-999,-999,97,78,44,53
9/26/1950,70,57,44,-999,-999,-999,100,62,31,57
9/27/1950,78,64,50,-999,-999,-999,71,45,19,64
9/28/1950,68,57,45,-999,-999,-999,100,64,40,57
9/29/1950,79,65,50,-999,-999,-999,93,43,15,65
9/30/1950,77,63,48,-999,-999,-999,83,38,16,63
10/1/1950,51,48,45,-999,-999,-999,100,85,74,48
10/2/1950,54,47,40,-999,-999,-999,100,72,49,47
10/3/1950,67,49,31,-999,-999,-999,96,58,21,49
10/4/1950,61,49,36,-999,-999,-999,86,69,48,49
10/5/1950,70,58,45,-999,-999,-999,71,38,19,58
10/6/1950,78,63,48,-999,-999,-999,48,29,13,63
10/7/1950,65,53,40,-999,-999,-999,44,31,15,53
10/8/1950,64,50,35,-999,-999,-999,59,33,18,50
10/9/1950,80,61,42,-999,-999,-999,49,26,11,61
10/10/1950,67,56,44,-999,-999,-999,73,53,33,56
10/11/1950,74,63,51,-999,-999,-999,54,32,19,63
10/12/1950,83,65,46,-999,-999,-999,68,38,14,65
10/13/1950,82,66,49,-999,-999,-999,52,23,9,66
10/14/1950,74,61,48,-999,-999,-999,57,40,21,61
10/15/1950,77,62,46,-999,-999,-999,66,35,16,62
10/16/1950,69,60,50,-999,-999,-999,64,46,29,60
10/17/1950,79,60,40,-999,-999,-999,86,45,15,60
10/18/1950,76,63,50,-999,-999,-999,39,25,16,63
10/19/1950,70,59,47,-999,-999,-999,61,37,20,59
10/20/1950,72,56,39,-999,-999,-999,86,47,23,56
10/21/1950,76,61,46,-999,-999,-999,51,27,13,61
10/22/1950,76,60,44,-999,-999,-999,65,35,17,60
10/23/1950,75,56,37,-999,-999,-999,86,37,9,56
10/24/1950,60,51,42,-999,-999,-999,65,33,17,51
10/25/1950,73,55,36,-999,-999,-999,76,37,15,55
10/26/1950,72,60,48,-999,-999,-999,41,24,11,60
10/27/1950,72,57,41,-999,-999,-999,53,26,6,57
10/28/1950,72,59,46,-999,-999,-999,35,23,15,59
10/29/1950,82,64,45,-999,-999,-999,31,17,4,64
10/30/1950,77,62,47,-999,-999,-999,34,17,10,62
10/31/1950,74,62,49,-999,-999,-999,50,21,9,62
11/1/1950,50,41,32,-999,-999,-999,64,54,43,41
11/2/1950,48,37,25,-999,-999,-999,89,73,41,37
11/3/1950,40,30,20,-999,-999,-999,78,57,38,30
11/4/1950,64,47,29,-999,-999,-999,67,47,23,47
11/5/1950,69,53,36,-999,-999,-999,39,23,8,53
11/6/1950,48,44,39,-999,-999,-999,55,44,36,44
11/7/1950,61,49,36,-999,-999,-999,62,37,19,49
11/8/1950,54,34,14,-999,-999,-999,88,58,31,34
11/9/1950,14,7,-1,-999,-999,-999,87,74,66,7
11/10/1950,30,12,-6,-999,-999,-999,78,60,39,12
11/11/1950,36,29,22,-999,-999,-999,81,53,33,29
11/12/1950,49,35,21,-999,-999,-999,78,59,28,35
11/13/1950,40,30,19,-999,-999,-999,89,66,41,30
11/14/1950,57,45,32,-999,-999,-999,65,35,18,45
11/15/1950,45,35,24,-999,-999,-999,73,34,16,35
11/16/1950,42,30,17,-999,-999,-999,65,44,25,30
11/17/1950,53,43,33,-999,-999,-999,37,30,22,43
11/18/1950,62,49,35,-999,-999,-999,39,30,21,49
11/19/1950,57,43,28,-999,-999,-999,82,56,39,43
11/20/1950,49,36,22,-999,-999,-999,85,58,39,36
11/21/1950,53,45,36,-999,-999,-999,76,56,41,45
11/22/1950,58,50,42,-999,-999,-999,37,23,13,50
11/23/1950,50,32,13,-999,-999,-999,84,59,24,32
11/24/1950,49,31,13,-999,-999,-999,84,53,32,31
11/25/1950,60,48,35,-999,-999,-999,50,31,19,48
11/26/1950,68,51,34,-999,-999,-999,48,33,16,51
11/27/1950,70,53,36,-999,-999,-999,44,24,11,53
11/28/1950,55,43,30,-999,-999,-999,59,31,11,43
11/29/1950,64,45,25,-999,-999,-999,81,40,9,45
11/30/1950,49,36,22,-999,-999,-999,75,52,32,36
12/1/1950,57,43,28,-999,-999,-999,67,39,21,43
12/2/1950,36,27,17,-999,-999,-999,92,56,26,27
12/3/1950,45,29,13,-999,-999,-999,49,35,24,29
12/4/1950,55,35,15,-999,-999,-999,80,47,27,35
12/5/1950,20,12,3,-999,-999,-999,88,73,45,12
12/6/1950,26,14,1,-999,-999,-999,80,64,40,14
12/7/1950,51,30,8,-999,-999,-999,80,48,27,30
12/8/1950,43,37,30,-999,-999,-999,72,52,32,37
12/9/1950,47,36,24,-999,-999,-999,85,60,45,36
12/10/1950,62,45,28,-999,-999,-999,61,31,14,45
12/11/1950,55,46,36,-999,-999,-999,51,33,19,46
12/12/1950,58,45,32,-999,-999,-999,73,41,22,45
12/13/1950,45,36,27,-999,-999,-999,81,62,36,36
12/14/1950,48,35,22,-999,-999,-999,75,57,30,35
12/15/1950,53,38,23,-999,-999,-999,86,64,34,38
12/16/1950,49,38,26,-999,-999,-999,88,54,33,38
12/17/1950,46,35,24,-999,-999,-999,71,54,37,35
12/18/1950,47,36,25,-999,-999,-999,60,42,24,36
12/19/1950,43,35,26,-999,-999,-999,69,52,34,35
12/20/1950,53,41,29,-999,-999,-999,61,43,28,41
12/21/1950,56,40,24,-999,-999,-999,75,41,15,40
12/22/1950,58,40,22,-999,-999,-999,65,36,16,40
12/23/1950,60,43,25,-999,-999,-999,55,28,8,43
12/24/1950,60,45,29,-999,-999,-999,51,35,18,45
12/25/1950,62,47,31,-999,-999,-999,64,22,9,47
12/26/1950,30,25,20,-999,-999,-999,96,84,64,25
12/27/1950,45,28,10,-999,-999,-999,92,64,32,28
12/28/1950,36,30,23,-999,-999,-999,65,45,31,30
12/29/1950,35,25,14,-999,-999,-999,84,58,34,25
12/30/1950,42,27,12,-999,-999,-999,80,54,30,27
12/31/1950,51,40,28,-999,-999,-999,85,36,17,40
1/1/1951,27,23,18,-999,-999,-999,96,90,78,23
1/2/1951,31,23,15,-999,-999,-999,88,56,29,23
1/3/1951,40,28,15,-999,-999,-999,88,48,29,28
1/4/1951,48,33,17,-999,-999,-999,72,44,27,33
1/5/1951,39,30,20,-999,-999,-999,96,55,30,30
1/6/1951,25,14,2,-999,-999,-999,92,71,46,14
1/7/1951,31,19,7,-999,-999,-999,67,49,34,19
1/8/1951,52,31,10,-999,-999,-999,48,34,18,31
1/9/1951,41,31,20,-999,-999,-999,68,42,26,31
1/10/1951,37,23,9,-999,-999,-999,87,64,36,23
1/11/1951,40,28,16,-999,-999,-999,75,49,29,28
1/12/1951,39,29,18,-999,-999,-999,74,51,31,29
1/13/1951,33,23,13,-999,-999,-999,88,62,36,23
1/14/1951,48,30,12,-999,-999,-999,67,39,24,30
1/15/1951,48,42,35,-999,-999,-999,50,33,21,42
1/16/1951,57,45,33,-999,-999,-999,42,25,12,45
1/17/1951,50,40,29,-999,-999,-999,39,28,21,40
1/18/1951,55,45,34,-999,-999,-999,32,22,9,45
1/19/1951,49,35,20,-999,-999,-999,88,39,21,35
1/20/1951,30,22,13,-999,-999,-999,65,44,26,22
1/21/1951,44,27,9,-999,-999,-999,80,47,26,27
1/22/1951,60,43,26,-999,-999,-999,81,44,22,43
1/23/1951,36,26,16,-999,-999,-999,88,70,50,26
1/24/1951,37,30,22,-999,-999,-999,75,58,46,30
1/25/1951,62,41,19,-999,-999,-999,77,28,6,41
1/26/1951,66,50,34,-999,-999,-999,28,14,5,50
1/27/1951,41,22,3,-999,-999,-999,95,75,27,22
1/28/1951,2,-3,-8,-999,-999,-999,83,81,72,-3
1/29/1951,0,-6,-11,-999,-999,-999,87,79,65,-6
1/30/1951,3,-4,-10,-999,-999,-999,83,80,69,-4
1/31/1951,-3,-13,-23,-999,-999,-999,83,75,67,-13
2/1/1951,14,-6,-26,-999,-999,-999,77,58,31,-6
2/2/1951,41,24,6,-999,-999,-999,65,49,36,24
2/3/1951,48,37,26,-999,-999,-999,72,43,21,37
2/4/1951,41,31,20,-999,-999,-999,85,67,47,31
2/5/1951,53,42,30,-999,-999,-999,72,50,28,42
2/6/1951,46,36,26,-999,-999,-999,88,52,23,36
2/7/1951,50,35,19,-999,-999,-999,96,68,35,35
2/8/1951,58,46,33,-999,-999,-999,85,41,24,46
2/9/1951,56,41,26,-999,-999,-999,89,49,24,41
2/10/1951,67,52,36,-999,-999,-999,59,35,22,52
2/11/1951,71,57,43,-999,-999,-999,49,26,10,57
2/12/1951,44,31,17,-999,-999,-999,100,70,42,31
2/13/1951,24,13,1,-999,-999,-999,92,72,38,13
2/14/1951,39,20,1,-999,-999,-999,88,58,29,20
2/15/1951,39,29,18,-999,-999,-999,81,54,35,29
2/16/1951,53,39,24,-999,-999,-999,63,40,15,39
2/17/1951,52,40,28,-999,-999,-999,58,31,17,40
2/18/1951,50,38,25,-999,-999,-999,54,36,19,38
2/19/1951,35,32,28,-999,-999,-999,92,68,50,32
2/20/1951,44,32,20,-999,-999,-999,92,63,32,32
2/21/1951,54,38,21,-999,-999,-999,78,51,21,38
2/22/1951,51,38,24,-999,-999,-999,88,52,28,38
2/23/1951,36,29,22,-999,-999,-999,96,89,76,29
2/24/1951,52,42,31,-999,-999,-999,92,58,26,42
2/25/1951,36,30,24,-999,-999,-999,92,74,52,30
2/26/1951,44,35,25,-999,-999,-999,75,40,22,35
2/27/1951,46,36,25,-999,-999,-999,72,47,17,36
2/28/1951,45,33,21,-999,-999,-999,88,46,12,33
3/1/1951,42,31,19,-999,-999,-999,59,38,23,31
3/2/1951,39,31,23,-999,-999,-999,85,58,29,31
3/3/1951,28,20,12,-999,-999,-999,92,67,41,20
3/4/1951,49,32,14,-999,-999,-999,65,38,17,32
3/5/1951,58,43,27,-999,-999,-999,43,26,12,43
3/6/1951,60,42,24,-999,-999,-999,57,30,13,42
3/7/1951,61,40,19,-999,-999,-999,63,26,6,40
3/8/1951,38,28,17,-999,-999,-999,78,58,44,28
3/9/1951,47,29,11,-999,-999,-999,81,51,28,29
3/10/1951,49,35,20,-999,-999,-999,84,56,38,35
3/11/1951,22,17,12,-999,-999,-999,84,64,40,17
3/12/1951,38,24,10,-999,-999,-999,76,46,20,24
3/13/1951,48,31,13,-999,-999,-999,88,49,25,31
3/14/1951,47,37,27,-999,-999,-999,92,59,33,37
3/15/1951,52,39,25,-999,-999,-999,66,41,27,39
3/16/1951,62,42,22,-999,-999,-999,92,38,9,42
3/17/1951,29,24,19,-999,-999,-999,92,72,43,24
3/18/1951,23,17,10,-999,-999,-999,92,80,57,17
3/19/1951,30,19,8,-999,-999,-999,92,79,56,19
3/20/1951,47,34,21,-999,-999,-999,74,49,29,34
3/21/1951,63,43,22,-999,-999,-999,82,40,14,43
3/22/1951,65,53,40,-999,-999,-999,58,26,12,53
3/23/1951,49,38,27,-999,-999,-999,69,28,10,38
3/24/1951,57,40,22,-999,-999,-999,40,23,12,40
3/25/1951,61,44,26,-999,-999,-999,46,22,7,44
3/26/1951,63,47,30,-999,-999,-999,35,20,7,47
3/27/1951,44,38,32,-999,-999,-999,96,60,23,38
3/28/1951,30,25,19,-999,-999,-999,92,61,40,25
3/29/1951,44,29,13,-999,-999,-999,71,48,24,29
3/30/1951,55,38,21,-999,-999,-999,74,40,19,38
3/31/1951,46,37,28,-999,-999,-999,82,56,37,37
4/1/1951,38,31,24,-999,-999,-999,88,71,43,31
4/2/1951,51,37,22,-999,-999,-999,71,46,29,37
4/3/1951,60,44,28,-999,-999,-999,61,31,14,44
4/4/1951,57,46,35,-999,-999,-999,73,44,28,46
