Date ,Temperature_Max,Temperature_Ave,Temperature_Min,DewPoint_Max,DewPoint_Ave,DewPoint_Min,Humidity_Max,Humidity_Ave,Humidity_Min,Apparent_Temperature
2/13/1950,51,45,38,-999,-999,-999,96,94,86,45
2/14/1950,45,43,40,-999,-999,-999,97,94,89,43
2/15/1950,48,45,41,-999,-999,-999,97,91,83,45
2/16/1950,54,47,40,-999,-999,-999,100,82,55,47
2/17/1950,54,47,39,-999,-999,-999,93,77,57,47
2/18/1950,53,44,35,-999,-999,-999,96,73,54,44
2/19/1950,47,40,32,-999,-999,-999,97,82,63,40
2/20/1950,49,44,38,-999,-999,-999,89,75,56,44
2/21/1950,52,47,41,-999,-999,-999,93,85,64,47
2/22/1950,49,45,41,-999,-999,-999,100,93,83,45
2/23/1950,55,49,43,-999,-999,-999,97,90,83,49
2/24/1950,54,49,43,-999,-999,-999,97,90,77,49
2/25/1950,61,53,44,-999,-999,-999,96,75,60,53
2/26/1950,52,44,35,-999,-999,-999,97,88,75,44
2/27/1950,49,40,30,-999,-999,-999,100,79,50,40
2/28/1950,57,43,28,-999,-999,-999,96,64,31,43
3/1/1950,55,49,43,-999,-999,-999,71,50,40,49
3/2/1950,54,48,41,-999,-999,-999,97,90,74,48
3/3/1950,62,58,54,-999,-999,-999,87,75,62,58
3/4/1950,57,52,47,-999,-999,-999,100,89,69,52
3/5/1950,51,46,40,-999,-999,-999,93,77,59,46
3/6/1950,45,40,35,-999,-999,-999,93,77,61,40
3/7/1950,47,38,28,-999,-999,-999,100,87,66,38
3/8/1950,51,45,38,-999,-999,-999,93,80,60,45
3/9/1950,51,44,36,-999,-999,-999,96,82,61,44
3/10/1950,41,37,33,-999,-999,-999,97,92,82,37
3/11/1950,42,38,33,-999,-999,-999,96,79,60,38
3/12/1950,48,42,36,-999,-999,-999,89,71,48,42
3/13/1950,47,43,38,-999,-999,-999,93,84,69,43
3/14/1950,52,47,41,-999,-999,-999,96,82,64,47
3/15/1950,52,47,42,-999,-999,-999,90,75,59,47
3/16/1950,55,50,44,-999,-999,-999,96,91,86,50
3/17/1950,56,48,40,-999,-999,-999,100,82,55,48
3/18/1950,50,45,40,-999,-999,-999,96,86,71,45
3/19/1950,55,47,38,-999,-999,-999,90,75,55,47
3/20/1950,52,44,36,-999,-999,-999,100,81,63,44
3/21/1950,52,42,32,-999,-999,-999,100,82,57,42
3/22/1950,49,44,39,-999,-999,-999,89,78,52,44
3/23/1950,47,43,39,-999,-999,-999,89,82,73,43
3/24/1950,53,45,37,-999,-999,-999,96,75,46,45
3/25/1950,48,41,34,-999,-999,-999,100,88,68,41
3/26/1950,52,47,41,-999,-999,-999,96,83,69,47
3/27/1950,50,45,39,-999,-999,-999,97,83,69,45
3/28/1950,50,43,36,-999,-999,-999,89,74,52,43
3/29/1950,61,46,30,-999,-999,-999,92,62,35,46
3/30/1950,51,47,43,-999,-999,-999,97,84,59,47
3/31/1950,59,52,45,-999,-999,-999,100,88,74,52
4/1/1950,54,50,45,-999,-999,-999,90,74,57,50
4/2/1950,51,44,37,-999,-999,-999,85,77,63,44
4/3/1950,53,44,35,-999,-999,-999,97,74,45,44
4/4/1950,63,47,31,-999,-999,-999,100,53,26,47
4/5/1950,58,51,43,-999,-999,-999,86,66,33,51
4/6/1950,56,47,37,-999,-999,-999,96,77,42,47
4/7/1950,57,48,39,-999,-999,-999,97,71,49,48
4/8/1950,45,43,41,-999,-999,-999,97,91,85,43
4/9/1950,56,48,40,-999,-999,-999,100,75,45,48
4/10/1950,60,50,40,-999,-999,-999,93,66,41,50
4/11/1950,58,53,47,-999,-999,-999,89,71,48,53
4/12/1950,57,51,44,-999,-999,-999,96,87,70,51
4/13/1950,54,48,41,-999,-999,-999,97,82,66,48
4/14/1950,52,47,41,-999,-999,-999,93,77,61,47
4/15/1950,61,56,50,-999,-999,-999,93,82,70,56
4/16/1950,59,51,43,-999,-999,-999,89,80,64,51
4/17/1950,57,48,39,-999,-999,-999,96,72,49,48
4/18/1950,67,51,35,-999,-999,-999,89,47,18,51
4/19/1950,77,59,41,-999,-999,-999,76,39,15,59
4/20/1950,64,53,41,-999,-999,-999,85,68,44,53
4/21/1950,55,43,31,-999,-999,-999,96,67,35,43
4/22/1950,57,49,41,-999,-999,-999,89,72,44,49
4/23/1950,56,46,36,-999,-999,-999,93,66,37,46
4/24/1950,65,49,32,-999,-999,-999,92,59,24,49
4/25/1950,55,48,40,-999,-999,-999,79,58,41,48
4/26/1950,48,42,35,-999,-999,-999,90,81,63,42
4/27/1950,51,46,41,-999,-999,-999,90,82,73,46
4/28/1950,61,50,39,-999,-999,-999,97,74,44,50
4/29/1950,67,52,37,-999,-999,-999,97,63,24,52
4/30/1950,62,49,35,-999,-999,-999,97,72,39,49
5/1/1950,52,48,44,-999,-999,-999,97,83,71,48
5/2/1950,55,48,41,-999,-999,-999,89,73,49,48
5/3/1950,60,52,44,-999,-999,-999,89,72,50,52
5/4/1950,52,49,45,-999,-999,-999,93,85,69,49
5/5/1950,51,46,41,-999,-999,-999,92,77,66,46
5/6/1950,56,49,41,-999,-999,-999,89,74,57,49
5/7/1950,59,49,39,-999,-999,-999,93,73,58,49
5/8/1950,59,50,40,-999,-999,-999,89,69,49,50
5/9/1950,60,52,44,-999,-999,-999,83,72,61,52
5/10/1950,72,58,44,-999,-999,-999,100,72,44,58
5/11/1950,80,62,44,-999,-999,-999,93,66,38,62
5/12/1950,71,60,49,-999,-999,-999,89,72,53,60
5/13/1950,68,57,45,-999,-999,-999,83,70,49,57
5/14/1950,66,54,42,-999,-999,-999,83,68,50,54
5/15/1950,69,54,38,-999,-999,-999,93,64,36,54
5/16/1950,70,55,40,-999,-999,-999,93,65,26,55
5/17/1950,60,52,43,-999,-999,-999,86,67,38,52
5/18/1950,60,51,41,-999,-999,-999,89,67,41,51
5/19/1950,66,57,48,-999,-999,-999,83,66,46,57
5/20/1950,71,58,45,-999,-999,-999,86,63,39,58
5/21/1950,69,57,45,-999,-999,-999,89,71,52,57
5/22/1950,62,54,46,-999,-999,-999,83,63,44,54
5/23/1950,67,54,40,-999,-999,-999,85,58,30,54
5/24/1950,78,61,43,-999,-999,-999,77,50,18,61
5/25/1950,85,62,39,-999,-999,-999,93,53,19,62
5/26/1950,77,62,46,-999,-999,-999,90,62,32,62
5/27/1950,63,55,46,-999,-999,-999,80,64,50,55
5/28/1950,65,53,40,-999,-999,-999,89,61,37,53
5/29/1950,67,58,49,-999,-999,-999,89,59,40,58
5/30/1950,72,58,43,-999,-999,-999,86,57,30,58
5/31/1950,78,61,44,-999,-999,-999,83,46,23,61
6/1/1950,76,64,51,-999,-999,-999,80,54,22,64
6/2/1950,82,64,45,-999,-999,-999,93,43,17,64
6/3/1950,88,68,47,-999,-999,-999,89,47,22,68
6/4/1950,78,64,49,-999,-999,-999,75,54,31,64
6/5/1950,64,55,46,-999,-999,-999,77,59,43,55
6/6/1950,62,54,46,-999,-999,-999,83,66,48,54
6/7/1950,54,52,49,-999,-999,-999,93,90,83,52
6/8/1950,69,60,51,-999,-999,-999,87,70,51,60
6/9/1950,76,62,48,-999,-999,-999,97,77,47,62
6/10/1950,76,66,55,-999,-999,-999,97,79,51,66
6/11/1950,67,62,56,-999,-999,-999,100,83,73,62
6/12/1950,57,55,53,-999,-999,-999,93,84,78,55
6/13/1950,62,58,53,-999,-999,-999,90,79,62,58
6/14/1950,59,57,54,-999,-999,-999,97,90,78,57
6/15/1950,70,63,55,-999,-999,-999,90,81,61,63
6/16/1950,78,67,55,-999,-999,-999,97,82,62,67
6/17/1950,64,61,57,-999,-999,-999,97,89,80,61
6/18/1950,74,66,57,-999,-999,-999,100,81,60,66
6/19/1950,80,68,55,-999,-999,-999,100,80,58,68
6/20/1950,73,65,56,-999,-999,-999,87,77,63,65
6/21/1950,67,60,53,-999,-999,-999,77,62,45,60
6/22/1950,67,59,50,-999,-999,-999,83,72,59,59
6/23/1950,60,55,50,-999,-999,-999,93,81,64,55
6/24/1950,65,57,48,-999,-999,-999,93,82,63,57
6/25/1950,68,58,47,-999,-999,-999,96,77,53,58
6/26/1950,77,65,53,-999,-999,-999,97,71,41,65
6/27/1950,77,66,54,-999,-999,-999,100,77,50,66
6/28/1950,85,72,59,-999,-999,-999,97,75,53,72
6/29/1950,83,70,57,-999,-999,-999,93,70,47,70
6/30/1950,82,70,57,-999,-999,-999,87,65,45,70
7/1/1950,80,67,54,-999,-999,-999,83,60,34,67
7/2/1950,83,70,56,-999,-999,-999,75,53,30,70
7/3/1950,83,70,56,-999,-999,-999,75,58,38,70
7/4/1950,80,67,54,-999,-999,-999,90,70,52,67
7/5/1950,81,68,54,-999,-999,-999,87,66,49,68
7/6/1950,75,65,54,-999,-999,-999,87,70,55,65
7/7/1950,75,62,49,-999,-999,-999,83,61,33,62
7/8/1950,77,66,54,-999,-999,-999,96,71,37,66
7/9/1950,71,64,57,-999,-999,-999,93,72,45,64
7/10/1950,66,60,54,-999,-999,-999,90,69,52,60
7/11/1950,75,62,48,-999,-999,-999,90,65,45,62
7/12/1950,90,71,52,-999,-999,-999,87,59,34,71
7/13/1950,79,67,54,-999,-999,-999,93,66,39,67
7/14/1950,77,67,56,-999,-999,-999,87,69,47,67
7/15/1950,70,62,53,-999,-999,-999,83,70,57,62
7/16/1950,79,66,52,-999,-999,-999,90,65,42,66
7/17/1950,85,71,56,-999,-999,-999,87,63,35,71
7/18/1950,81,68,55,-999,-999,-999,93,72,45,68
7/19/1950,77,68,58,-999,-999,-999,97,74,48,68
7/20/1950,83,66,49,-999,-999,-999,93,64,34,66
7/21/1950,90,73,55,-999,-999,-999,90,60,30,73
7/22/1950,85,71,56,-999,-999,-999,90,69,44,71
7/23/1950,86,71,56,-999,-999,-999,90,67,43,71
7/24/1950,85,73,60,-999,-999,-999,93,68,46,73
7/25/1950,84,72,59,-999,-999,-999,90,70,48,72
7/26/1950,81,69,57,-999,-999,-999,90,71,50,69
7/27/1950,69,64,58,-999,-999,-999,87,71,61,64
7/28/1950,67,62,56,-999,-999,-999,93,73,52,62
7/29/1950,71,64,56,-999,-999,-999,83,71,53,64
7/30/1950,79,66,52,-999,-999,-999,87,69,45,66
7/31/1950,85,71,56,-999,-999,-999,97,66,33,71
8/1/1950,91,74,56,-999,-999,-999,87,59,31,74
8/2/1950,75,65,54,-999,-999,-999,87,64,39,65
8/3/1950,71,59,47,-999,-999,-999,89,65,44,59
8/4/1950,74,63,51,-999,-999,-999,89,68,43,63
8/5/1950,70,59,48,-999,-999,-999,93,72,51,59
8/6/1950,77,63,49,-999,-999,-999,89,70,46,63
8/7/1950,75,67,59,-999,-999,-999,86,69,50,67
8/8/1950,81,68,55,-999,-999,-999,93,65,42,68
8/9/1950,80,67,54,-999,-999,-999,84,63,42,67
8/10/1950,82,69,56,-999,-999,-999,93,67,40,69
8/11/1950,81,69,57,-999,-999,-999,90,69,45,69
8/12/1950,82,66,50,-999,-999,-999,92,62,35,66
8/13/1950,78,65,52,-999,-999,-999,90,68,36,65
8/14/1950,85,73,61,-999,-999,-999,90,62,33,73
8/15/1950,83,74,65,-999,-999,-999,90,67,51,74
8/16/1950,90,75,60,-999,-999,-999,100,74,48,79
8/17/1950,95,77,58,-999,-999,-999,86,61,30,80
8/18/1950,90,74,57,-999,-999,-999,100,69,29,74
8/19/1950,93,76,58,-999,-999,-999,93,62,31,79
8/20/1950,93,77,60,-999,-999,-999,90,61,32,80
8/21/1950,92,75,57,-999,-999,-999,90,58,27,78
8/22/1950,74,68,61,-999,-999,-999,93,77,51,68
8/23/1950,67,64,60,-999,-999,-999,93,86,75,64
8/24/1950,74,66,58,-999,-999,-999,97,76,52,66
8/25/1950,83,70,57,-999,-999,-999,97,75,42,70
8/26/1950,88,70,52,-999,-999,-999,96,63,27,70
8/27/1950,77,69,60,-999,-999,-999,86,71,50,69
8/28/1950,83,67,51,-999,-999,-999,97,62,30,67
8/29/1950,81,70,58,-999,-999,-999,78,61,42,70
8/30/1950,81,68,55,-999,-999,-999,90,62,30,68
8/31/1950,90,71,52,-999,-999,-999,93,61,32,71
9/1/1950,90,73,56,-999,-999,-999,93,65,29,73
9/2/1950,88,75,62,-999,-999,-999,93,71,40,79
9/3/1950,76,66,56,-999,-999,-999,87,73,51,66
9/4/1950,72,64,55,-999,-999,-999,87,67,47,64
9/5/1950,77,64,50,-999,-999,-999,93,69,41,64
9/6/1950,78,66,54,-999,-999,-999,87,62,40,66
9/7/1950,82,68,53,-999,-999,-999,75,53,34,68
9/8/1950,83,66,49,-999,-999,-999,89,58,25,66
9/9/1950,76,62,47,-999,-999,-999,93,69,40,62
9/10/1950,72,62,51,-999,-999,-999,93,81,57,62
9/11/1950,87,69,51,-999,-999,-999,100,66,22,69
9/12/1950,82,65,48,-999,-999,-999,93,69,34,65
9/13/1950,61,57,52,-999,-999,-999,93,81,63,57
9/14/1950,73,59,44,-999,-999,-999,100,74,46,59
9/15/1950,73,60,46,-999,-999,-999,97,77,51,60
9/16/1950,75,64,53,-999,-999,-999,90,72,43,64
9/17/1950,80,64,48,-999,-999,-999,100,69,23,64
9/18/1950,72,62,51,-999,-999,-999,96,76,49,62
9/19/1950,64,55,45,-999,-999,-999,100,79,65,55
9/20/1950,77,62,46,-999,-999,-999,100,77,39,62
9/21/1950,91,68,45,-999,-999,-999,100,63,17,68
9/22/1950,81,65,48,-999,-999,-999,90,68,31,65
9/23/1950,79,63,47,-999,-999,-999,100,72,33,63
9/24/1950,63,61,59,-999,-999,-999,97,88,70,61
9/25/1950,64,60,56,-999,-999,-999,96,90,78,60
9/26/1950,64,57,49,-999,-999,-999,93,75,52,57
9/27/1950,64,53,42,-999,-999,-999,100,78,43,53
9/28/1950,61,50,38,-999,-999,-999,100,76,48,50
9/29/1950,63,51,39,-999,-999,-999,97,75,43,51
9/30/1950,63,50,36,-999,-999,-999,100,76,34,50
10/1/1950,64,49,33,-999,-999,-999,100,71,34,49
10/2/1950,54,46,37,-999,-999,-999,89,71,55,46
10/3/1950,56,53,49,-999,-999,-999,93,78,62,53
10/4/1950,62,56,49,-999,-999,-999,97,90,81,56
10/5/1950,58,55,51,-999,-999,-999,93,87,72,55
10/6/1950,60,56,51,-999,-999,-999,96,88,70,56
10/7/1950,72,64,55,-999,-999,-999,96,87,68,64
10/8/1950,62,53,44,-999,-999,-999,97,88,67,53
10/9/1950,61,50,39,-999,-999,-999,100,83,56,50
10/10/1950,63,60,57,-999,-999,-999,97,81,52,60
10/11/1950,68,60,52,-999,-999,-999,100,89,73,60
10/12/1950,71,62,53,-999,-999,-999,100,89,66,62
10/13/1950,67,61,54,-999,-999,-999,97,88,73,61
10/14/1950,57,50,43,-999,-999,-999,93,84,71,50
10/15/1950,55,47,39,-999,-999,-999,100,86,69,47
10/16/1950,51,48,44,-999,-999,-999,97,91,86,48
10/17/1950,57,54,50,-999,-999,-999,96,88,80,54
10/18/1950,62,58,54,-999,-999,-999,96,87,75,58
10/19/1950,61,58,54,-999,-999,-999,97,93,90,58
10/20/1950,60,52,44,-999,-999,-999,100,88,69,52
10/21/1950,60,52,44,-999,-999,-999,97,86,69,52
10/22/1950,52,45,38,-999,-999,-999,100,97,86,45
10/23/1950,57,49,41,-999,-999,-999,100,94,72,49
10/24/1950,58,50,41,-999,-999,-999,100,91,69,50
10/25/1950,58,52,45,-999,-999,-999,93,87,81,52
10/26/1950,55,49,42,-999,-999,-999,96,78,53,49
10/27/1950,53,51,48,-999,-999,-999,90,80,69,51
10/28/1950,52,50,47,-999,-999,-999,97,91,86,50
10/29/1950,50,48,45,-999,-999,-999,97,88,83,48
10/30/1950,51,47,42,-999,-999,-999,93,86,69,47
10/31/1950,52,48,43,-999,-999,-999,93,84,69,48
11/1/1950,56,51,45,-999,-999,-999,100,94,84,51
11/2/1950,53,52,51,-999,-999,-999,100,96,89,52
11/3/1950,57,54,50,-999,-999,-999,100,97,90,54
11/4/1950,59,54,49,-999,-999,-999,100,91,77,54
11/5/1950,53,48,42,-999,-999,-999,97,90,77,48
11/6/1950,60,54,48,-999,-999,-999,97,83,67,54
11/7/1950,49,48,46,-999,-999,-999,100,94,89,48
11/8/1950,56,51,45,-999,-999,-999,93,66,42,51
11/9/1950,52,48,44,-999,-999,-999,44,37,30,48
11/10/1950,49,41,32,-999,-999,-999,76,51,33,41
11/11/1950,47,42,36,-999,-999,-999,86,68,60,42
11/12/1950,51,42,33,-999,-999,-999,92,67,48,42
11/13/1950,45,36,26,-999,-999,-999,100,89,65,36
11/14/1950,43,39,35,-999,-999,-999,96,91,80,39
11/15/1950,48,44,40,-999,-999,-999,100,89,74,44
11/16/1950,45,43,40,-999,-999,-999,90,88,82,43
11/17/1950,46,43,39,-999,-999,-999,96,91,82,43
11/18/1950,40,36,32,-999,-999,-999,100,95,89,36
11/19/1950,48,40,31,-999,-999,-999,100,85,56,40
11/20/1950,58,50,41,-999,-999,-999,97,80,64,50
11/21/1950,58,52,45,-999,-999,-999,93,77,58,52
11/22/1950,58,50,41,-999,-999,-999,100,80,67,50
11/23/1950,49,43,36,-999,-999,-999,100,92,69,43
11/24/1950,54,50,46,-999,-999,-999,100,95,83,50
11/25/1950,55,54,52,-999,-999,-999,93,85,80,54
11/26/1950,57,53,49,-999,-999,-999,100,87,72,53
11/27/1950,56,50,43,-999,-999,-999,93,83,67,50
11/28/1950,54,47,40,-999,-999,-999,97,85,69,47
11/29/1950,44,42,39,-999,-999,-999,100,92,82,42
11/30/1950,48,45,41,-999,-999,-999,93,82,73,45
12/1/1950,45,42,38,-999,-999,-999,93,80,63,42
12/2/1950,46,43,40,-999,-999,-999,97,86,79,43
12/3/1950,54,47,40,-999,-999,-999,100,93,83,47
12/4/1950,55,49,42,-999,-999,-999,93,87,80,49
12/5/1950,43,41,38,-999,-999,-999,97,74,58,41
12/6/1950,50,44,38,-999,-999,-999,97,90,83,44
12/7/1950,50,46,42,-999,-999,-999,96,87,77,46
12/8/1950,51,45,39,-999,-999,-999,97,84,68,45
12/9/1950,49,44,39,-999,-999,-999,97,83,71,44
12/10/1950,51,44,36,-999,-999,-999,100,87,68,44
12/11/1950,52,47,41,-999,-999,-999,97,90,80,47
12/12/1950,45,41,36,-999,-999,-999,100,99,96,41
12/13/1950,47,42,36,-999,-999,-999,100,84,58,42
12/14/1950,46,43,40,-999,-999,-999,86,76,63,43
12/15/1950,51,46,41,-999,-999,-999,97,90,83,46
12/16/1950,47,45,43,-999,-999,-999,97,88,77,45
12/17/1950,49,45,41,-999,-999,-999,100,93,80,45
12/18/1950,48,45,42,-999,-999,-999,100,93,77,45
12/19/1950,58,51,44,-999,-999,-999,96,84,71,51
12/20/1950,58,52,45,-999,-999,-999,93,85,72,52
12/21/1950,54,48,41,-999,-999,-999,97,86,72,48
12/22/1950,58,54,50,-999,-999,-999,97,88,75,54
12/23/1950,64,56,47,-999,-999,-999,100,89,70,56
12/24/1950,53,50,47,-999,-999,-999,100,95,89,50
12/25/1950,56,48,40,-999,-999,-999,100,95,80,48
12/26/1950,51,43,35,-999,-999,-999,100,90,80,43
12/27/1950,50,46,42,-999,-999,-999,93,84,71,46
12/28/1950,53,50,46,-999,-999,-999,100,93,83,50
12/29/1950,58,55,52,-999,-999,-999,93,85,75,55
12/30/1950,54,48,42,-999,-999,-999,93,83,73,48
12/31/1950,48,44,39,-999,-999,-999,85,78,66,44
1/1/1951,47,45,43,-999,-999,-999,93,90,86,45
1/2/1951,52,48,44,-999,-999,-999,93,83,69,48
1/3/1951,47,45,42,-999,-999,-999,93,82,71,45
1/4/1951,46,44,41,-999,-999,-999,96,87,77,44
1/5/1951,48,40,31,-999,-999,-999,100,92,74,40
1/6/1951,47,37,27,-999,-999,-999,100,72,51,37
1/7/1951,41,39,37,-999,-999,-999,89,76,58,39
1/8/1951,44,39,34,-999,-999,-999,97,85,73,39
1/9/1951,42,39,36,-999,-999,-999,86,76,62,39
1/10/1951,45,41,37,-999,-999,-999,93,85,79,41
1/11/1951,42,40,37,-999,-999,-999,93,89,85,40
1/12/1951,46,41,36,-999,-999,-999,97,87,76,41
1/13/1951,50,47,44,-999,-999,-999,100,88,73,47
1/14/1951,48,42,35,-999,-999,-999,97,89,68,42
1/15/1951,52,44,36,-999,-999,-999,89,77,60,44
1/16/1951,48,43,37,-999,-999,-999,93,85,76,43
1/17/1951,48,42,36,-999,-999,-999,97,83,63,42
1/18/1951,40,38,35,-999,-999,-999,93,88,82,38
1/19/1951,42,39,36,-999,-999,-999,93,87,82,39
1/20/1951,43,40,37,-999,-999,-999,93,80,58,40
1/21/1951,49,44,38,-999,-999,-999,96,87,74,44
1/22/1951,46,41,35,-999,-999,-999,97,84,68,41
1/23/1951,44,41,38,-999,-999,-999,100,96,89,41
1/24/1951,58,51,44,-999,-999,-999,97,90,81,51
1/25/1951,54,51,47,-999,-999,-999,93,86,72,51
1/26/1951,48,42,36,-999,-999,-999,93,72,54,42
1/27/1951,40,33,26,-999,-999,-999,93,70,41,33
1/28/1951,26,22,18,-999,-999,-999,66,44,30,22
1/29/1951,32,27,22,-999,-999,-999,44,32,18,27
1/30/1951,35,26,16,-999,-999,-999,67,41,20,26
1/31/1951,30,28,25,-999,-999,-999,44,41,36,28
2/1/1951,34,30,26,-999,-999,-999,88,70,47,30
2/2/1951,49,41,32,-999,-999,-999,100,87,77,41
2/3/1951,50,45,39,-999,-999,-999,97,88,77,45
2/4/1951,42,39,35,-999,-999,-999,100,96,92,39
2/5/1951,47,41,35,-999,-999,-999,100,86,61,41
2/6/1951,42,40,37,-999,-999,-999,100,95,86,40
2/7/1951,57,49,40,-999,-999,-999,96,87,81,49
2/8/1951,56,52,48,-999,-999,-999,93,81,69,52
2/9/1951,62,57,51,-999,-999,-999,84,76,67,57
2/10/1951,55,51,46,-999,-999,-999,93,87,80,51
2/11/1951,55,51,47,-999,-999,-999,100,89,80,51
2/12/1951,53,47,40,-999,-999,-999,97,82,66,47
2/13/1951,55,45,34,-999,-999,-999,97,55,29,45
2/14/1951,52,43,34,-999,-999,-999,86,59,44,43
2/15/1951,50,42,33,-999,-999,-999,100,82,58,42
2/16/1951,49,39,29,-999,-999,-999,100,86,61,39
2/17/1951,47,42,37,-999,-999,-999,93,84,76,42
2/18/1951,46,42,38,-999,-999,-999,93,84,66,42
2/19/1951,48,43,38,-999,-999,-999,97,79,56,43
2/20/1951,48,44,40,-999,-999,-999,93,84,68,44
2/21/1951,53,46,39,-999,-999,-999,93,77,43,46
2/22/1951,53,42,30,-999,-999,-999,93,71,41,42
2/23/1951,54,41,27,-999,-999,-999,96,72,42,41
2/24/1951,46,40,34,-999,-999,-999,93,81,71,40
2/25/1951,43,39,34,-999,-999,-999,97,88,79,39
2/26/1951,49,40,31,-999,-999,-999,97,75,42,40
2/27/1951,48,39,29,-999,-999,-999,89,72,42,39
2/28/1951,49,38,26,-999,-999,-999,100,74,41,38
3/1/1951,46,40,34,-999,-999,-999,97,80,50,40
3/2/1951,46,37,28,-999,-999,-999,96,67,32,37
3/3/1951,38,36,34,-999,-999,-999,97,84,59,36
3/4/1951,41,36,30,-999,-999,-999,93,88,79,36
3/5/1951,36,31,26,-999,-999,-999,97,88,72,31
3/6/1951,41,36,31,-999,-999,-999,100,80,53,36
3/7/1951,41,34,26,-999,-999,-999,97,85,73,34
3/8/1951,38,33,28,-999,-999,-999,100,94,82,33
3/9/1951,37,34,30,-999,-999,-999,96,83,67,34
3/10/1951,39,36,33,-999,-999,-999,97,88,79,36
3/11/1951,43,37,30,-999,-999,-999,97,78,60,37
3/12/1951,46,43,39,-999,-999,-999,97,91,82,43
3/13/1951,54,47,39,-999,-999,-999,100,92,72,47
3/14/1951,52,45,37,-999,-999,-999,100,91,74,45
3/15/1951,52,44,36,-999,-999,-999,100,82,56,44
3/16/1951,46,40,34,-999,-999,-999,93,81,66,40
3/17/1951,53,43,33,-999,-999,-999,93,72,41,43
3/18/1951,61,47,32,-999,-999,-999,93,68,39,47
3/19/1951,62,49,36,-999,-999,-999,93,60,32,49
3/20/1951,59,51,42,-999,-999,-999,90,70,51,51
3/21/1951,53,46,38,-999,-999,-999,93,76,61,46
3/22/1951,47,40,33,-999,-999,-999,97,81,66,40
3/23/1951,56,44,31,-999,-999,-999,97,76,46,44
3/24/1951,63,47,31,-999,-999,-999,97,70,35,47
3/25/1951,53,47,41,-999,-999,-999,93,83,74,47
3/26/1951,51,47,43,-999,-999,-999,89,80,66,47
3/27/1951,54,45,35,-999,-999,-999,86,65,40,45
3/28/1951,61,50,38,-999,-999,-999,93,61,37,50
3/29/1951,56,49,42,-999,-999,-999,86,73,42,49
3/30/1951,51,46,40,-999,-999,-999,93,82,68,46
3/31/1951,54,46,38,-999,-999,-999,93,77,59,46
4/1/1951,66,49,31,-999,-999,-999,100,72,39,49
4/2/1951,70,54,37,-999,-999,-999,100,70,41,54
4/3/1951,75,58,41,-999,-999,-999,97,65,29,58
4/4/1951,59,52,44,-999,-999,-999,85,72,56,52
4/5/1951,65,50,35,-999,-999,-999,97,74,40,50
